,경기 날짜,Team_A,Team_B,경기장소,경기시작시간,관중수
638,03. 10,우리카드,현대캐피탈,서울장충,14:00,"3,792"
639,03. 10,IBK기업은행,한국도로공사,화성종합실내,16:00,"2,017"
640,03. 11,대한항공,OK저축은행,인천계양,19:00,"1,327"
641,03. 12,,,,,
642,03. 13,,,,,
643,03. 14,,,,,
644,03. 15,한국도로공사,GS칼텍스,김천실내,19:00,"3,080"
645,03. 16,현대캐피탈,우리카드,천안유관순,14:00,"3,460"
646,03. 17,GS칼텍스,한국도로공사,서울장충,14:05,"4,200"
647,03. 18,우리카드,현대캐피탈,서울장충,19:00,"3,950"
648,03. 19,한국도로공사,GS칼텍스,김천실내,19:00,"2,932"
649,03. 20,,,,,
650,03. 21,흥국생명,한국도로공사,인천계양,19:00,"2,591"
651,03. 22,대한항공,현대캐피탈,인천계양,19:00,"2,924"
652,03. 23,흥국생명,한국도로공사,인천계양,14:00,"3,053"
653,03. 24,대한항공,현대캐피탈,인천계양,14:00,"3,050"
654,03. 25,한국도로공사,흥국생명,김천실내,19:00,"4,619"
655,03. 26,현대캐피탈,대한항공,천안유관순,19:00,"3,897"
656,03. 27,한국도로공사,흥국생명,김천실내,19:00,"4,091"
657,03. 28,,,,,
658,03. 29,,,,,
659,03. 30,,,,,
660,03. 31,,,,,
661,10. 12,현대캐피탈,대한항공,천안유관순,14:00,"3,788"
662,10. 13,삼성화재,우리카드,대전충무,14:00,"2,308"
663,10. 14,,,,,
664,10. 15,KB손해보험,한국전력,의정부,19:00,"1,923"
665,10. 16,삼성화재,OK저축은행,대전충무,19:00,"1,566"
666,10. 17,현대캐피탈,우리카드,천안유관순,19:00,"1,892"
667,10. 18,대한항공,한국전력,인천계양,19:00,"1,675"
668,10. 19,KB손해보험,삼성화재,의정부,14:00,"2,162"
669,10. 19,흥국생명,한국도로공사,인천계양,16:00,"2,901"
670,10. 20,OK저축은행,우리카드,안산상록수,14:00,"2,627"
671,10. 20,IBK기업은행,KGC인삼공사,화성종합실내,16:00,"1,936"
672,10. 21,,,,,
673,10. 22,대한항공,삼성화재,인천계양,19:00,"1,213"
674,10. 22,GS칼텍스,흥국생명,서울장충,19:00,"3,466"
675,10. 23,한국전력,우리카드,수원,19:00,"2,127"
676,10. 23,KGC인삼공사,현대건설,대전충무,19:00,"2,054"
677,10. 24,KB손해보험,현대캐피탈,의정부,19:00,"2,151"
678,10. 24,IBK기업은행,한국도로공사,화성종합실내,19:00,"1,398"
679,10. 25,OK저축은행,대한항공,안산상록수,19:00,"1,926"
680,10. 26,삼성화재,한국전력,대전충무,14:00,"2,090"
681,10. 26,흥국생명,현대건설,인천계양,16:00,"2,503"
682,10. 27,우리카드,KB손해보험,서울장충,14:00,"3,850"
683,10. 27,한국도로공사,GS칼텍스,김천실내,16:00,"4,843"
684,10. 28,,,,,
685,10. 29,현대캐피탈,한국전력,천안유관순,19:00,"1,777"
686,10. 29,KGC인삼공사,흥국생명,대전충무,19:00,"1,251"
687,10. 30,KB손해보험,OK저축은행,의정부,19:00,"1,427"
688,10. 30,GS칼텍스,IBK기업은행,서울장충,19:00,"2,685"
689,10. 31,우리카드,대한항공,서울장충,19:00,"3,450"
690,10. 31,한국도로공사,현대건설,김천실내,19:00,"1,723"
691,11. 01,현대캐피탈,삼성화재,천안유관순,19:00,"2,206"
692,11. 02,한국전력,OK저축은행,수원,14:00,"1,719"
693,11. 02,KGC인삼공사,GS칼텍스,대전충무,16:00,"2,143"
694,11. 03,대한항공,KB손해보험,인천계양,14:00,"1,920"
695,11. 03,현대건설,IBK기업은행,수원,16:00,"2,905"
696,11. 04,,,,,
697,11. 05,OK저축은행,현대캐피탈,안산상록수,19:00,"2,053"
698,11. 05,한국도로공사,KGC인삼공사,김천실내,19:00,"1,566"
699,11. 06,대한항공,우리카드,인천계양,19:00,"1,158"
700,11. 06,GS칼텍스,현대건설,서울장충,19:00,"3,450"
701,11. 07,삼성화재,KB손해보험,대전충무,19:00,"1,930"
702,11. 07,IBK기업은행,흥국생명,화성종합실내,19:00,"1,001"
703,11. 08,한국전력,현대캐피탈,수원,19:00,"1,286"
704,11. 09,우리카드,OK저축은행,서울장충,14:00,"2,520"
705,11. 09,한국도로공사,현대건설,김천실내,16:00,"2,409"
706,11. 10,삼성화재,대한항공,대전충무,14:00,"3,258"
707,11. 10,흥국생명,IBK기업은행,인천계양,16:00,"2,564"
708,11. 11,,,,,
709,11. 12,현대캐피탈,KB손해보험,천안유관순,19:00,"2,084"
710,11. 12,KGC인삼공사,한국도로공사,대전충무,19:00,"1,652"
711,11. 13,OK저축은행,삼성화재,안산상록수,19:00,"1,299"
712,11. 13,현대건설,흥국생명,수원,19:00,"2,132"
713,11. 14,한국전력,대한항공,수원,19:00,780
714,11. 14,IBK기업은행,GS칼텍스,화성종합실내,19:00,850
715,11. 15,현대캐피탈,우리카드,천안유관순,19:00,"2,725"
716,11. 16,OK저축은행,KB손해보험,안산상록수,14:00,"2,105"
717,11. 16,현대건설,KGC인삼공사,수원,16:00,"2,377"
718,11. 17,한국전력,삼성화재,수원,14:00,"1,500"
719,11. 17,흥국생명,GS칼텍스,인천계양,16:00,"2,825"
720,11. 18,,,,,
721,11. 19,KB손해보험,우리카드,의정부,19:00,"1,448"
722,11. 19,IBK기업은행,현대건설,화성종합실내,19:00,"1,346"
723,11. 20,대한항공,OK저축은행,인천계양,19:00,"1,242"
724,11. 20,GS칼텍스,한국도로공사,서울장충,19:00,"2,709"
725,11. 21,삼성화재,현대캐피탈,대전충무,19:00,"3,505"
726,11. 21,흥국생명,KGC인삼공사,인천계양,19:00,"1,137"
727,11. 22,우리카드,한국전력,서울장충,19:00,"3,200"
728,11. 23,KB손해보험,대한항공,의정부,14:00,"2,253"
729,11. 23,한국도로공사,IBK기업은행,김천실내,16:00,"2,307"
730,11. 24,현대캐피탈,OK저축은행,천안유관순,14:00,"3,425"
731,11. 24,GS칼텍스,KGC인삼공사,서울장충,16:00,"3,621"
732,11. 25,,,,,
733,11. 26,한국전력,KB손해보험,수원,19:00,955
734,11. 26,흥국생명,한국도로공사,인천계양,19:00,"2,293"
735,11. 27,우리카드,삼성화재,서울장충,19:00,"3,627"
736,11. 27,KGC인삼공사,IBK기업은행,대전충무,19:00,"1,944"
737,11. 28,대한항공,현대캐피탈,인천계양,19:00,"2,159"
738,11. 28,현대건설,GS칼텍스,수원,19:00,"2,541"
739,11. 29,OK저축은행,한국전력,안산상록수,19:00,"1,602"
740,11. 30,KB손해보험,삼성화재,의정부,14:00,"2,484"
741,11. 30,KGC인삼공사,흥국생명,대전충무,16:00,"2,813"
742,12. 01,현대캐피탈,대한항공,천안유관순,14:00,"3,762"
743,12. 01,현대건설,한국도로공사,수원,16:00,"2,972"
744,12. 02,,,,,
745,12. 03,KB손해보험,OK저축은행,의정부,19:00,"1,423"
746,12. 03,IBK기업은행,KGC인삼공사,화성종합실내,19:00,969
747,12. 04,삼성화재,우리카드,대전충무,19:00,"2,262"
748,12. 04,GS칼텍스,한국도로공사,서울장충,19:00,"2,896"
749,12. 05,한국전력,현대캐피탈,수원,19:00,"1,317"
750,12. 05,흥국생명,현대건설,인천계양,19:00,"2,327"
751,12. 06,OK저축은행,대한항공,안산상록수,19:00,"1,618"
752,12. 07,우리카드,KB손해보험,서울장충,14:00,"3,427"
753,12. 07,IBK기업은행,한국도로공사,화성종합실내,16:00,"1,734"
754,12. 08,삼성화재,한국전력,대전충무,14:00,"3,007"
755,12. 08,GS칼텍스,흥국생명,서울장충,14:15,"4,200"
756,12. 09,,,,,
757,12. 10,OK저축은행,우리카드,안산상록수,19:00,"1,323"
758,12. 10,현대건설,IBK기업은행,수원,19:00,"1,989"
759,12. 11,현대캐피탈,삼성화재,천안유관순,19:00,"3,632"
760,12. 11,KGC인삼공사,GS칼텍스,대전충무,19:00,"2,174"
761,12. 12,대한항공,KB손해보험,인천계양,19:00,"1,660"
762,12. 12,한국도로공사,흥국생명,김천실내,19:00,"2,522"
763,12. 13,한국전력,OK저축은행,수원,19:00,"1,188"
764,12. 14,우리카드,현대캐피탈,서울장충,14:00,"4,081"
765,12. 14,IBK기업은행,GS칼텍스,화성종합실내,16:00,"2,171"
766,12. 15,대한항공,삼성화재,인천계양,14:00,"2,415"
767,12. 15,KGC인삼공사,현대건설,대전충무,16:00,"2,832"
768,12. 16,,,,,
769,12. 17,IBK기업은행,흥국생명,화성종합실내,19:00,"1,151"
770,12. 18,KB손해보험,한국전력,의정부,19:00,"3,287"
771,12. 18,한국도로공사,KGC인삼공사,김천실내,19:00,"2,021"
772,12. 19,우리카드,대한항공,서울장충,19:00,"3,307"
773,12. 19,현대건설,GS칼텍스,수원,19:00,"2,271"
774,12. 20,삼성화재,OK저축은행,대전충무,19:00,"3,002"
775,12. 21,현대캐피탈,KB손해보험,천안유관순,14:00,"3,503"
776,12. 22,대한항공,한국전력,인천계양,14:00,"2,006"
777,12. 23,,,,,
778,12. 24,OK저축은행,현대캐피탈,안산상록수,19:00,"2,558"
779,12. 25,한국전력,우리카드,수원,14:00,"2,813"
780,12. 26,,,,,
781,12. 27,,,,,
782,12. 28,OK저축은행,삼성화재,안산상록수,14:00,"2,022"
783,12. 29,KB손해보험,대한항공,의정부,14:00,"3,188"
784,12. 30,,,,,
785,12. 31,우리카드,한국전력,서울장충,19:00,"3,982"
786,01. 01,삼성화재,KB손해보험,대전충무,14:00,"2,508"
787,01. 02,,,,,
788,01. 03,현대캐피탈,OK저축은행,천안유관순,19:00,"3,032"
789,01. 04,대한항공,우리카드,인천계양,14:00,"1,833"
790,01. 05,,,,,
791,01. 06,,,,,
792,01. 07,,,,,
793,01. 08,,,,,
794,01. 09,,,,,
795,01. 10,,,,,
796,01. 11,,,,,
797,01. 12,,,,,
798,01. 13,,,,,
799,01. 14,한국전력,대한항공,수원,19:00,909
800,01. 14,흥국생명,IBK기업은행,인천계양,19:00,"1,707"
801,01. 15,현대캐피탈,우리카드,천안유관순,19:01,"2,490"
802,01. 15,KGC인삼공사,한국도로공사,대전충무,19:00,"1,671"
803,01. 16,OK저축은행,KB손해보험,안산상록수,19:00,"1,120"
804,01. 16,GS칼텍스,현대건설,서울장충,19:00,"4,156"
805,01. 17,한국전력,삼성화재,수원,19:00,781
806,01. 18,대한항공,현대캐피탈,인천계양,14:00,"2,945"
807,01. 18,한국도로공사,흥국생명,김천실내,16:00,"4,004"
808,01. 19,우리카드,OK저축은행,서울장충,14:00,"3,572"
809,01. 19,IBK기업은행,현대건설,화성종합실내,16:00,"3,771"
810,01. 20,,,,,
811,01. 21,현대캐피탈,한국전력,천안유관순,19:00,"1,887"
812,01. 21,흥국생명,GS칼텍스,인천계양,19:00,"1,898"
813,01. 22,KB손해보험,우리카드,의정부,19:00,"1,482"
814,01. 22,한국도로공사,IBK기업은행,김천실내,19:00,"1,665"
815,01. 23,삼성화재,대한항공,대전충무,19:00,"1,650"
816,01. 23,현대건설,KGC인삼공사,수원,19:00,"1,928"
817,01. 24,OK저축은행,한국전력,안산상록수,14:00,"1,301"
818,01. 25,KB손해보험,현대캐피탈,의정부,14:00,"2,799"
819,01. 25,GS칼텍스,한국도로공사,서울장충,16:00,"3,455"
820,01. 26,우리카드,삼성화재,서울장충,14:00,"4,165"
821,01. 26,KGC인삼공사,IBK기업은행,대전충무,16:00,"2,586"
822,01. 27,대한항공,OK저축은행,인천계양,14:00,"2,386"
823,01. 27,현대건설,흥국생명,수원,16:00,"4,654"
824,01. 28,한국전력,KB손해보험,수원,19:00,770
825,01. 29,삼성화재,현대캐피탈,대전충무,19:00,"2,026"
826,01. 29,GS칼텍스,KGC인삼공사,서울장충,19:00,"1,930"
827,01. 30,OK저축은행,대한항공,안산상록수,19:00,964
828,01. 30,현대건설,한국도로공사,수원,19:00,"2,064"
829,01. 31,KB손해보험,한국전력,의정부,19:00,"1,098"
830,02. 01,삼성화재,우리카드,대전충무,16:00,"1,392"
831,02. 01,흥국생명,KGC인삼공사,인천계양,14:10,"1,904"
832,02. 02,현대캐피탈,대한항공,천안유관순,14:00,"3,197"
833,02. 02,GS칼텍스,IBK기업은행,서울장충,16:00,"2,712"
834,02. 03,,,,,
835,02. 04,KB손해보험,OK저축은행,의정부,19:00,716
836,02. 04,흥국생명,현대건설,인천계양,19:00,"2,293"
837,02. 05,우리카드,현대캐피탈,서울장충,19:00,"2,173"
838,02. 05,IBK기업은행,GS칼텍스,화성종합실내,19:00,963
839,02. 06,대한항공,삼성화재,인천계양,19:00,712
840,02. 06,한국도로공사,KGC인삼공사,김천실내,19:00,"1,277"
841,02. 07,한국전력,OK저축은행,수원,19:00,560
842,02. 08,현대캐피탈,KB손해보험,천안유관순,14:00,"2,786"
843,02. 08,IBK기업은행,흥국생명,화성종합실내,16:00,"1,825"
844,02. 09,우리카드,대한항공,서울장충,14:00,"2,471"
845,02. 09,KGC인삼공사,GS칼텍스,대전충무,16:00,"2,174"
846,02. 10,,,,,
847,02. 11,KB손해보험,삼성화재,의정부,19:00,795
848,02. 11,현대건설,한국도로공사,수원,19:00,"1,857"
849,02. 12,한국전력,우리카드,수원,19:00,515
850,02. 12,IBK기업은행,KGC인삼공사,화성종합실내,19:00,"1,013"
851,02. 13,OK저축은행,현대캐피탈,안산상록수,19:00,"1,174"
852,02. 13,GS칼텍스,흥국생명,서울장충,19:00,"2,812"
853,02. 14,대한항공,KB손해보험,인천계양,19:00,"1,012"
854,02. 15,삼성화재,한국전력,대전충무,14:00,"1,466"
855,02. 15,현대건설,KGC인삼공사,수원,16:00,"3,468"
856,02. 16,OK저축은행,우리카드,안산상록수,14:00,"1,384"
857,02. 16,흥국생명,한국도로공사,인천계양,16:00,"1,950"
858,02. 17,,,,,
859,02. 18,현대캐피탈,삼성화재,천안유관순,19:00,"1,641"
860,02. 18,현대건설,IBK기업은행,수원,19:00,"1,950"
861,02. 19,대한항공,한국전력,인천계양,19:00,889
862,02. 19,한국도로공사,GS칼텍스,김천실내,19:00,"1,451"
863,02. 20,우리카드,KB손해보험,서울장충,19:00,"1,273"
864,02. 20,흥국생명,KGC인삼공사,인천계양,19:00,"1,908"
865,02. 21,삼성화재,OK저축은행,대전충무,19:00,716
866,02. 22,한국전력,현대캐피탈,수원,14:00,964
867,02. 22,IBK기업은행,한국도로공사,화성종합실내,16:00,"1,270"
868,02. 23,KB손해보험,우리카드,의정부,14:00,728
869,02. 23,GS칼텍스,현대건설,서울장충,16:00,"3,709"
870,02. 24,,,,,
871,02. 25,한국전력,삼성화재,수원,19:00,0
872,02. 25,KGC인삼공사,IBK기업은행,대전충무,19:00,0
873,02. 26,OK저축은행,KB손해보험,안산상록수,19:00,0
874,02. 26,현대건설,흥국생명,수원,19:00,0
875,02. 27,우리카드,현대캐피탈,서울장충,19:10,0
876,02. 27,한국도로공사,GS칼텍스,김천실내,19:00,0
877,02. 28,삼성화재,대한항공,대전충무,19:00,0
878,02. 29,OK저축은행,한국전력,안산상록수,14:00,0
879,02. 29,흥국생명,IBK기업은행,인천계양,16:00,0
880,03. 01,KB손해보험,현대캐피탈,의정부,14:00,0
881,03. 01,현대건설,GS칼텍스,수원,16:00,0
882,03. 02,,,,,
883,03. 03,,,,,
884,03. 04,,,,,
885,03. 05,,,,,
886,03. 06,,,,,
887,03. 07,,,,,
888,03. 08,,,,,
889,03. 09,,,,,
890,03. 10,,,,,
891,03. 11,,,,,
892,03. 12,,,,,
893,03. 13,,,,,
894,03. 14,,,,,
895,03. 15,,,,,
896,03. 16,,,,,
897,03. 17,,,,,
898,03. 18,,,,,
899,03. 19,,,,,
900,03. 20,,,,,
901,03. 21,,,,,
902,03. 22,,,,,
903,03. 23,,,,,
904,03. 24,,,,,
905,03. 25,,,,,
906,03. 26,,,,,
907,03. 27,,,,,
908,03. 28,,,,,
909,03. 29,,,,,
910,03. 30,,,,,
911,03. 31,,,,,
912,10. 17,우리카드,대한항공,서울장충,14:00,0
913,10. 17,현대건설,GS칼텍스,수원,14:00,0
914,10. 18,한국전력,삼성화재,수원,19:00,0
915,10. 18,KGC인삼공사,IBK기업은행,대전충무,19:00,0
916,10. 19,,,,,
917,10. 20,현대캐피탈,우리카드,천안유관순,15:30,0
918,10. 21,대한항공,삼성화재,인천계양,15:30,0
919,10. 21,GS칼텍스,흥국생명,서울장충,15:30,0
920,10. 22,OK금융그룹,한국전력,안산상록수,15:30,0
921,10. 23,우리카드,KB손해보험,서울장충,15:30,0
922,10. 23,현대건설,한국도로공사,수원,15:30,0
923,10. 24,삼성화재,현대캐피탈,대전충무,14:00,0
924,10. 24,흥국생명,KGC인삼공사,인천계양,14:00,0
925,10. 25,대한항공,OK금융그룹,인천계양,19:00,0
926,10. 25,IBK기업은행,GS칼텍스,화성종합실내,19:00,0
927,10. 26,,,,,
928,10. 27,KB손해보험,한국전력,의정부,15:30,0
929,10. 28,OK금융그룹,현대캐피탈,안산상록수,15:30,0
930,10. 28,KGC인삼공사,한국도로공사,대전충무,15:30,0
931,10. 29,우리카드,삼성화재,서울장충,15:30,0
932,10. 30,KB손해보험,대한항공,의정부,15:30,0
933,10. 30,IBK기업은행,현대건설,화성종합실내,15:30,0
934,10. 31,한국전력,현대캐피탈,수원,14:00,787
935,10. 31,흥국생명,한국도로공사,인천계양,16:00,525
936,11. 01,OK금융그룹,우리카드,안산상록수,14:00,425
937,11. 01,GS칼텍스,KGC인삼공사,서울장충,16:00,846
938,11. 02,,,,,
939,11. 03,삼성화재,KB손해보험,대전충무,19:00,265
940,11. 03,현대건설,흥국생명,수원,19:00,970
941,11. 04,현대캐피탈,대한항공,천안유관순,19:00,494
942,11. 05,한국전력,우리카드,수원,19:00,356
943,11. 06,삼성화재,OK금융그룹,대전충무,19:00,302
944,11. 06,한국도로공사,GS칼텍스,김천실내,19:00,932
945,11. 07,KB손해보험,현대캐피탈,의정부,14:01,571
946,11. 07,흥국생명,IBK기업은행,인천계양,16:00,463
947,11. 08,대한항공,한국전력,인천계양,14:00,514
948,11. 08,KGC인삼공사,현대건설,대전충무,16:00,723
949,11. 09,,,,,
950,11. 10,OK금융그룹,KB손해보험,안산상록수,19:00,449
951,11. 10,IBK기업은행,한국도로공사,화성종합실내,19:00,603
952,11. 11,대한항공,현대캐피탈,인천계양,19:00,747
953,11. 11,GS칼텍스,흥국생명,서울장충,19:00,"1,669"
954,11. 12,우리카드,한국전력,서울장충,19:00,642
955,11. 13,KB손해보험,OK금융그룹,의정부,19:00,525
956,11. 13,IBK기업은행,KGC인삼공사,화성종합실내,19:00,622
957,11. 14,현대캐피탈,삼성화재,천안유관순,14:00,518
958,11. 14,GS칼텍스,현대건설,서울장충,16:00,"1,686"
959,11. 15,한국전력,대한항공,수원,14:00,808
960,11. 15,한국도로공사,흥국생명,김천실내,16:00,"2,061"
961,11. 16,,,,,
962,11. 17,현대캐피탈,OK금융그룹,천안유관순,19:00,234
963,11. 17,현대건설,IBK기업은행,수원,19:00,843
964,11. 18,한국전력,KB손해보험,수원,19:00,493
965,11. 19,삼성화재,대한항공,대전충무,19:00,396
966,11. 20,우리카드,OK금융그룹,서울장충,19:00,581
967,11. 20,KGC인삼공사,한국도로공사,대전충무,19:00,475
968,11. 21,현대캐피탈,KB손해보험,천안유관순,14:00,374
969,11. 21,GS칼텍스,IBK기업은행,서울장충,16:00,802
970,11. 22,삼성화재,한국전력,대전충무,14:00,551
971,11. 22,흥국생명,현대건설,인천계양,16:00,463
972,11. 23,,,,,
973,11. 24,대한항공,우리카드,인천계양,19:00,0
974,11. 24,KGC인삼공사,GS칼텍스,대전충무,19:00,514
975,11. 25,KB손해보험,삼성화재,의정부,19:00,0
976,11. 26,한국전력,OK금융그룹,수원,19:00,0
977,11. 27,우리카드,현대캐피탈,서울장충,19:00,0
978,11. 27,IBK기업은행,흥국생명,화성종합실내,19:00,0
979,11. 28,대한항공,KB손해보험,인천계양,14:40,0
980,11. 28,GS칼텍스,한국도로공사,서울장충,16:00,0
981,11. 29,OK금융그룹,삼성화재,안산상록수,14:00,0
982,11. 29,현대건설,KGC인삼공사,수원,16:00,0
983,11. 30,,,,,
984,12. 01,KB손해보험,우리카드,의정부,19:00,0
985,12. 01,한국도로공사,IBK기업은행,김천실내,19:00,0
986,12. 02,현대캐피탈,한국전력,천안유관순,19:00,0
