,경기 날짜,Team_A,Team_B,경기장소,경기시작시간,관중수
987,12. 02,흥국생명,KGC인삼공사,인천계양,19:00,0
988,12. 03,OK금융그룹,대한항공,안산상록수,19:00,0
989,12. 04,삼성화재,우리카드,대전충무,19:00,0
990,12. 04,한국도로공사,현대건설,김천실내,19:00,0
991,12. 05,KB손해보험,현대캐피탈,의정부,14:00,0
992,12. 05,흥국생명,GS칼텍스,인천계양,16:00,0
993,12. 06,대한항공,한국전력,인천계양,14:00,0
994,12. 06,KGC인삼공사,IBK기업은행,대전충무,16:00,0
995,12. 07,,,,,
996,12. 08,우리카드,KB손해보험,서울장충,19:00,0
997,12. 08,한국도로공사,현대건설,김천실내,19:00,0
998,12. 09,대한항공,삼성화재,인천계양,19:00,0
999,12. 10,현대캐피탈,OK금융그룹,천안유관순,19:00,0
1000,12. 11,한국전력,우리카드,수원,19:00,0
1001,12. 11,IBK기업은행,GS칼텍스,화성종합실내,19:00,0
1002,12. 12,KB손해보험,대한항공,의정부,14:00,0
1003,12. 12,KGC인삼공사,현대건설,대전충무,16:00,0
1004,12. 13,삼성화재,OK금융그룹,대전충무,14:00,0
1005,12. 13,흥국생명,한국도로공사,인천계양,16:00,0
1006,12. 14,,,,,
1007,12. 15,한국전력,현대캐피탈,수원,19:00,0
1008,12. 16,OK금융그룹,우리카드,안산상록수,19:00,0
1009,12. 16,GS칼텍스,KGC인삼공사,서울장충,19:00,0
1010,12. 17,삼성화재,KB손해보험,대전충무,19:00,0
1011,12. 18,현대캐피탈,대한항공,천안유관순,19:00,0
1012,12. 18,흥국생명,IBK기업은행,인천계양,19:00,0
1013,12. 19,OK금융그룹,한국전력,안산상록수,14:00,0
1014,12. 19,현대건설,GS칼텍스,수원,16:00,0
1015,12. 20,우리카드,삼성화재,서울장충,14:00,0
1016,12. 20,한국도로공사,KGC인삼공사,김천실내,16:00,0
1017,12. 21,,,,,
1018,12. 22,KB손해보험,한국전력,의정부,19:00,0
1019,12. 23,대한항공,OK금융그룹,인천계양,19:00,0
1020,12. 23,IBK기업은행,한국도로공사,화성종합실내,19:00,0
1021,12. 24,현대캐피탈,우리카드,천안유관순,19:00,0
1022,12. 25,한국전력,삼성화재,수원,14:00,0
1023,12. 25,KGC인삼공사,흥국생명,대전충무,16:00,0
1024,12. 26,OK금융그룹,KB손해보험,안산상록수,14:00,0
1025,12. 26,IBK기업은행,현대건설,화성종합실내,16:00,0
1026,12. 27,대한항공,우리카드,인천계양,14:00,0
1027,12. 27,한국도로공사,GS칼텍스,김천실내,16:00,0
1028,12. 28,,,,,
1029,12. 29,삼성화재,현대캐피탈,대전충무,19:00,0
1030,12. 29,현대건설,흥국생명,수원,19:00,0
1031,12. 30,KB손해보험,우리카드,의정부,19:00,0
1032,12. 30,IBK기업은행,GS칼텍스,화성종합실내,19:00,0
1033,12. 31,한국전력,대한항공,수원,19:00,0
1034,01. 01,OK금융그룹,삼성화재,안산상록수,14:00,0
1035,01. 01,현대건설,KGC인삼공사,수원,16:00,0
1036,01. 02,,,,,
1037,01. 03,,,,,
1038,01. 04,,,,,
1039,01. 05,KB손해보험,삼성화재,의정부,19:00,0
1040,01. 05,한국도로공사,KGC인삼공사,김천실내,19:00,0
1041,01. 06,대한항공,현대캐피탈,인천계양,19:00,0
1042,01. 07,우리카드,OK금융그룹,서울장충,19:00,0
1043,01. 08,한국전력,KB손해보험,수원,19:00,0
1044,01. 08,흥국생명,현대건설,인천계양,19:00,0
1045,01. 09,삼성화재,대한항공,대전충무,14:00,0
1046,01. 09,IBK기업은행,KGC인삼공사,화성종합실내,16:00,0
1047,01. 10,OK금융그룹,현대캐피탈,안산상록수,14:00,0
1048,01. 10,GS칼텍스,한국도로공사,서울장충,16:00,0
1049,01. 11,,,,,
1050,01. 12,대한항공,우리카드,인천계양,19:00,0
1051,01. 12,현대건설,IBK기업은행,수원,19:00,0
1052,01. 13,현대캐피탈,삼성화재,천안유관순,19:00,0
1053,01. 13,한국도로공사,흥국생명,김천실내,19:00,0
1054,01. 14,한국전력,OK금융그룹,수원,19:00,0
1055,01. 15,대한항공,KB손해보험,인천계양,19:00,0
1056,01. 15,KGC인삼공사,GS칼텍스,대전충무,19:00,0
1057,01. 16,삼성화재,우리카드,대전충무,14:00,0
1058,01. 16,현대건설,한국도로공사,수원,16:00,0
1059,01. 17,현대캐피탈,한국전력,천안유관순,14:00,0
1060,01. 17,IBK기업은행,흥국생명,화성종합실내,16:00,0
1061,01. 18,,,,,
1062,01. 19,KB손해보험,OK금융그룹,의정부,19:00,0
1063,01. 20,우리카드,현대캐피탈,서울장충,19:00,0
1064,01. 20,KGC인삼공사,흥국생명,대전충무,19:00,0
1065,01. 21,삼성화재,한국전력,대전충무,19:00,0
1066,01. 22,OK금융그룹,대한항공,안산상록수,19:00,0
1067,01. 22,GS칼텍스,현대건설,서울장충,19:00,0
1068,01. 23,현대캐피탈,KB손해보험,천안유관순,14:00,0
1069,01. 23,한국도로공사,IBK기업은행,김천실내,16:00,0
1070,01. 24,우리카드,한국전력,서울장충,14:00,0
1071,01. 25,,,,,
1072,01. 26,흥국생명,GS칼텍스,인천계양,19:00,0
1073,01. 27,KB손해보험,현대캐피탈,의정부,19:00,0
1074,01. 27,한국도로공사,현대건설,김천실내,19:00,0
1075,01. 28,한국전력,우리카드,수원,19:00,0
1076,01. 29,대한항공,삼성화재,인천계양,19:00,0
1077,01. 29,GS칼텍스,IBK기업은행,서울장충,19:00,0
1078,01. 30,OK금융그룹,KB손해보험,안산상록수,14:00,0
1079,01. 30,한국도로공사,KGC인삼공사,김천실내,16:00,0
1080,01. 31,현대캐피탈,우리카드,천안유관순,14:00,0
1081,01. 31,현대건설,흥국생명,수원,16:00,0
1082,02. 01,,,,,
1083,02. 02,삼성화재,OK금융그룹,대전충무,19:00,0
1084,02. 03,KB손해보험,대한항공,의정부,19:00,0
1085,02. 03,KGC인삼공사,IBK기업은행,대전충무,19:00,0
1086,02. 04,한국전력,현대캐피탈,수원,19:00,0
1087,02. 05,우리카드,삼성화재,서울장충,19:00,0
1088,02. 05,흥국생명,GS칼텍스,인천계양,19:00,0
1089,02. 06,대한항공,OK금융그룹,인천계양,14:00,0
1090,02. 06,KGC인삼공사,현대건설,대전충무,16:00,0
1091,02. 07,KB손해보험,한국전력,의정부,14:00,0
1092,02. 07,IBK기업은행,한국도로공사,화성종합실내,13:16,0
1093,02. 08,,,,,
1094,02. 09,OK금융그룹,우리카드,안산상록수,19:00,0
1095,02. 09,현대건설,GS칼텍스,수원,19:00,0
1096,02. 10,삼성화재,KB손해보험,대전충무,19:00,0
1097,02. 11,대한항공,한국전력,인천계양,14:00,0
1098,02. 11,한국도로공사,흥국생명,김천실내,16:00,0
1099,02. 12,현대캐피탈,OK금융그룹,천안유관순,14:00,0
1100,02. 13,IBK기업은행,현대건설,화성종합실내,16:00,0
1101,02. 14,한국전력,삼성화재,수원,14:00,0
1102,02. 14,GS칼텍스,KGC인삼공사,서울장충,16:00,0
1103,02. 15,,,,,
1104,02. 16,현대캐피탈,대한항공,천안유관순,19:00,0
1105,02. 16,흥국생명,IBK기업은행,인천계양,19:00,0
1106,02. 17,우리카드,KB손해보험,서울장충,19:00,0
1107,02. 17,한국도로공사,GS칼텍스,김천실내,19:00,0
1108,02. 18,OK금융그룹,한국전력,안산상록수,19:00,0
1109,02. 19,삼성화재,현대캐피탈,대전충무,19:00,0
1110,02. 19,흥국생명,KGC인삼공사,인천계양,19:00,0
1111,02. 20,우리카드,대한항공,서울장충,14:00,0
1112,02. 20,현대건설,IBK기업은행,수원,16:00,0
1113,02. 21,KB손해보험,OK금융그룹,의정부,14:00,0
1114,02. 21,GS칼텍스,한국도로공사,서울장충,16:00,0
1115,02. 22,,,,,
1116,02. 23,,,,,
1117,02. 24,IBK기업은행,흥국생명,화성종합실내,19:00,0
1118,02. 25,,,,,
1119,02. 26,현대건설,KGC인삼공사,수원,19:00,0
1120,02. 27,한국도로공사,IBK기업은행,김천실내,16:00,0
1121,02. 28,GS칼텍스,흥국생명,서울장충,16:00,0
1122,03. 01,,,,,
1123,03. 02,,,,,
1124,03. 03,KGC인삼공사,한국도로공사,대전충무,19:00,0
1125,03. 04,,,,,
1126,03. 05,GS칼텍스,현대건설,서울장충,19:00,0
1127,03. 06,흥국생명,한국도로공사,인천계양,16:00,0
1128,03. 07,IBK기업은행,KGC인삼공사,화성종합실내,16:00,0
1129,03. 08,,,,,
1130,03. 09,흥국생명,현대건설,인천계양,19:00,0
1131,03. 10,,,,,
1132,03. 11,삼성화재,우리카드,대전충무,19:00,0
1133,03. 12,GS칼텍스,IBK기업은행,서울장충,19:00,0
1134,03. 13,현대캐피탈,한국전력,천안유관순,14:00,0
1135,03. 13,KGC인삼공사,흥국생명,대전충무,16:00,0
1136,03. 14,대한항공,KB손해보험,인천계양,14:00,0
1137,03. 14,현대건설,한국도로공사,수원,16:00,0
1138,03. 15,OK금융그룹,현대캐피탈,안산상록수,19:00,0
1139,03. 16,KGC인삼공사,GS칼텍스,대전충무,19:00,0
1140,03. 17,한국전력,대한항공,수원,19:00,0
1141,03. 18,KB손해보험,삼성화재,의정부,19:00,0
1142,03. 19,우리카드,현대캐피탈,서울장충,19:00,0
1143,03. 20,한국전력,OK금융그룹,수원,16:00,0
1144,03. 20,흥국생명,IBK기업은행,인천계양,14:33,197
1145,03. 21,삼성화재,대한항공,대전충무,14:00,0
1146,03. 22,현대캐피탈,KB손해보험,천안유관순,19:00,0
1147,03. 22,IBK기업은행,흥국생명,화성종합실내,19:00,447
1148,03. 23,우리카드,OK금융그룹,서울장충,19:00,0
1149,03. 24,삼성화재,한국전력,대전충무,19:00,0
1150,03. 24,흥국생명,IBK기업은행,인천계양,19:00,189
1151,03. 25,대한항공,현대캐피탈,인천계양,19:00,0
1152,03. 26,KB손해보험,우리카드,의정부,19:00,0
1153,03. 26,GS칼텍스,흥국생명,서울장충,19:00,276
1154,03. 27,,,,,
1155,03. 28,OK금융그룹,삼성화재,안산상록수,14:00,0
1156,03. 28,GS칼텍스,흥국생명,서울장충,16:00,276
1157,03. 29,우리카드,대한항공,서울장충,19:00,0
1158,03. 30,한국전력,KB손해보험,수원,19:00,0
1159,03. 30,흥국생명,GS칼텍스,인천계양,19:00,251
1160,03. 31,현대캐피탈,삼성화재,천안유관순,19:00,0
1161,04. 01,OK금융그룹,대한항공,안산상록수,19:00,0
1162,04. 02,우리카드,한국전력,서울장충,19:00,0
1163,04. 03,,,,,
1164,04. 04,KB손해보험,OK금융그룹,의정부,19:00,262
1165,04. 05,,,,,
1166,04. 06,우리카드,OK금융그룹,서울장충,15:30,287
1167,04. 07,우리카드,OK금융그룹,서울장충,15:30,295
1168,04. 08,,,,,
1169,04. 09,,,,,
1170,04. 10,,,,,
1171,04. 11,대한항공,우리카드,인천계양,19:00,249
1172,04. 12,대한항공,우리카드,인천계양,19:00,250
1173,04. 13,,,,,
1174,04. 14,우리카드,대한항공,서울장충,15:30,346
1175,04. 15,우리카드,대한항공,서울장충,15:30,344
1176,04. 16,,,,,
1177,04. 17,대한항공,우리카드,인천계양,14:00,244
1178,04. 18,,,,,
1179,04. 19,,,,,
1180,04. 20,,,,,
1181,04. 21,,,,,
1182,04. 22,,,,,
1183,04. 23,,,,,
1184,04. 24,,,,,
1185,04. 25,,,,,
1186,04. 26,,,,,
1187,04. 27,,,,,
1188,04. 28,,,,,
1189,04. 29,,,,,
1190,04. 30,,,,,
1191,10. 16,대한항공,우리카드,인천계양,14:00,0
1192,10. 16,GS칼텍스,흥국생명,서울장충,16:00,0
1193,10. 17,현대캐피탈,OK금융그룹,천안유관순,17:00,0
1194,10. 17,현대건설,IBK기업은행,수원,14:33,0
1195,10. 18,,,,,
1196,10. 19,삼성화재,한국전력,대전충무,19:00,329
1197,10. 19,페퍼저축은행,KGC인삼공사,페퍼스타디움,19:00,633
1198,10. 20,KB손해보험,현대캐피탈,의정부,19:00,189
1199,10. 20,한국도로공사,현대건설,김천실내,19:00,0
1200,10. 21,OK금융그룹,우리카드,안산상록수,19:00,136
1201,10. 21,IBK기업은행,흥국생명,화성종합실내,19:00,475
1202,10. 22,삼성화재,대한항공,대전충무,19:00,287
1203,10. 22,페퍼저축은행,GS칼텍스,페퍼스타디움,19:00,695
1204,10. 23,한국전력,KB손해보험,수원,14:00,273
1205,10. 23,KGC인삼공사,한국도로공사,대전충무,16:00,635
1206,10. 24,우리카드,현대캐피탈,서울장충,14:00,456
1207,10. 24,현대건설,흥국생명,수원,16:00,712
1208,10. 25,,,,,
1209,10. 26,OK금융그룹,KB손해보험,안산상록수,19:00,130
1210,10. 26,IBK기업은행,한국도로공사,화성종합실내,19:00,471
1211,10. 27,현대캐피탈,대한항공,천안유관순,19:00,319
1212,10. 27,GS칼텍스,현대건설,서울장충,19:00,750
1213,10. 28,우리카드,한국전력,서울장충,19:00,249
1214,10. 28,KGC인삼공사,흥국생명,대전충무,19:00,631
1215,10. 29,KB손해보험,삼성화재,의정부,19:00,130
1216,10. 29,한국도로공사,페퍼저축은행,김천실내,19:00,727
1217,10. 30,대한항공,OK금융그룹,인천계양,14:00,339
1218,10. 30,GS칼텍스,IBK기업은행,서울장충,16:00,815
1219,10. 31,한국전력,현대캐피탈,수원,14:00,594
1220,10. 31,KGC인삼공사,현대건설,대전충무,16:00,641
1221,11. 01,,,,,
1222,11. 02,삼성화재,우리카드,대전충무,19:00,400
1223,11. 02,페퍼저축은행,흥국생명,페퍼스타디움,19:00,"1,409"
1224,11. 03,KB손해보험,대한항공,의정부,19:00,352
1225,11. 03,한국도로공사,GS칼텍스,김천실내,19:00,798
1226,11. 04,한국전력,OK금융그룹,수원,19:00,373
1227,11. 04,IBK기업은행,KGC인삼공사,화성종합실내,19:00,"1,440"
1228,11. 05,현대캐피탈,삼성화재,천안유관순,19:00,728
1229,11. 05,현대건설,페퍼저축은행,수원,19:00,"1,134"
1230,11. 06,KB손해보험,우리카드,의정부,14:00,594
1231,11. 06,한국도로공사,흥국생명,김천실내,16:00,"1,509"
1232,11. 07,대한항공,한국전력,인천계양,14:00,865
1233,11. 07,KGC인삼공사,GS칼텍스,대전충무,16:00,"1,555"
1234,11. 08,,,,,
1235,11. 09,OK금융그룹,삼성화재,안산상록수,19:00,342
1236,11. 09,IBK기업은행,페퍼저축은행,화성종합실내,19:00,"1,335"
1237,11. 10,대한항공,현대캐피탈,인천계양,19:00,626
1238,11. 10,GS칼텍스,현대건설,서울장충,19:00,"1,694"
1239,11. 11,KB손해보험,우리카드,의정부,19:00,359
1240,11. 11,한국도로공사,흥국생명,김천실내,19:00,750
1241,11. 12,OK금융그룹,한국전력,안산상록수,19:00,455
1242,11. 12,KGC인삼공사,IBK기업은행,대전충무,19:00,"1,549"
1243,11. 13,삼성화재,현대캐피탈,대전충무,14:00,972
1244,11. 13,페퍼저축은행,현대건설,페퍼스타디움,16:00,"2,422"
1245,11. 14,우리카드,대한항공,서울장충,14:00,993
1246,11. 14,흥국생명,GS칼텍스,인천삼산월드,16:00,"2,610"
1247,11. 15,,,,,
1248,11. 16,삼성화재,OK금융그룹,대전충무,19:00,462
1249,11. 16,페퍼저축은행,IBK기업은행,페퍼스타디움,19:00,"2,138"
1250,11. 17,현대캐피탈,KB손해보험,천안유관순,19:00,659
1251,11. 17,현대건설,한국도로공사,수원,19:00,"1,369"
1252,11. 18,한국전력,우리카드,수원,19:00,429
1253,11. 18,흥국생명,KGC인삼공사,인천삼산월드,19:00,"1,424"
1254,11. 19,대한항공,삼성화재,인천계양,19:00,623
1255,11. 19,GS칼텍스,페퍼저축은행,서울장충,19:00,"1,656"
1256,11. 20,OK금융그룹,현대캐피탈,안산상록수,14:00,838
1257,11. 20,IBK기업은행,현대건설,화성종합실내,16:00,"1,657"
1258,11. 21,KB손해보험,한국전력,의정부,14:00,"1,027"
1259,11. 21,한국도로공사,KGC인삼공사,김천실내,16:00,"2,054"
1260,11. 22,,,,,
1261,11. 23,우리카드,OK금융그룹,서울장충,19:00,710
1262,11. 23,흥국생명,IBK기업은행,인천삼산월드,19:00,"1,771"
1263,11. 24,대한항공,KB손해보험,인천계양,19:00,591
1264,11. 24,GS칼텍스,한국도로공사,서울장충,19:00,"1,655"
1265,11. 25,한국전력,삼성화재,수원,19:00,462
1266,11. 25,KGC인삼공사,페퍼저축은행,대전충무,19:00,"1,353"
1267,11. 26,현대캐피탈,우리카드,천안유관순,19:00,875
1268,11. 26,현대건설,흥국생명,수원,19:00,"1,227"
1269,11. 27,OK금융그룹,대한항공,안산상록수,14:00,726
1270,11. 27,IBK기업은행,GS칼텍스,화성종합실내,16:00,"1,556"
1271,11. 28,KB손해보험,삼성화재,의정부,14:00,"1,027"
1272,11. 28,한국도로공사,페퍼저축은행,김천실내,16:00,"1,497"
1273,11. 29,,,,,
1274,11. 30,한국전력,대한항공,수원,19:00,507
1275,11. 30,GS칼텍스,KGC인삼공사,서울장충,19:00,"1,712"
1276,12. 01,우리카드,삼성화재,서울장충,19:00,621
1277,12. 01,흥국생명,페퍼저축은행,인천삼산월드,19:00,814
1278,12. 02,KB손해보험,OK금융그룹,의정부,19:00,528
1279,12. 02,한국도로공사,IBK기업은행,김천실내,19:00,"1,301"
1280,12. 03,현대캐피탈,한국전력,천안유관순,19:00,"1,008"
1281,12. 03,현대건설,KGC인삼공사,수원,19:00,"1,728"
1282,12. 04,대한항공,우리카드,인천계양,14:00,726
1283,12. 04,GS칼텍스,흥국생명,서울장충,16:00,"1,688"
1284,12. 05,OK금융그룹,삼성화재,안산상록수,16:00,603
1285,12. 05,IBK기업은행,페퍼저축은행,화성종합실내,13:43,"1,576"
1286,12. 06,,,,,
1287,12. 07,KB손해보험,현대캐피탈,의정부,19:00,598
1288,12. 07,한국도로공사,현대건설,김천실내,19:00,"1,266"
1289,12. 08,삼성화재,대한항공,대전충무,19:00,452
1290,12. 08,페퍼저축은행,GS칼텍스,페퍼스타디움,19:00,"1,600"
1291,12. 09,한국전력,OK금융그룹,수원,19:00,449
1292,12. 09,KGC인삼공사,IBK기업은행,대전충무,19:00,"1,513"
1293,12. 10,우리카드,KB손해보험,서울장충,19:00,576
1294,12. 10,흥국생명,한국도로공사,인천삼산월드,19:00,990
1295,12. 11,현대캐피탈,대한항공,천안유관순,14:00,"1,359"
1296,12. 11,현대건설,GS칼텍스,수원,16:00,"1,786"
1297,12. 12,삼성화재,한국전력,대전충무,14:00,752
1298,12. 12,페퍼저축은행,KGC인삼공사,페퍼스타디움,16:00,"1,681"
1299,12. 13,,,,,
1300,12. 14,우리카드,현대캐피탈,서울장충,19:00,796
1301,12. 14,흥국생명,현대건설,인천삼산월드,19:00,"1,028"
1302,12. 15,대한항공,OK금융그룹,인천계양,19:00,576
1303,12. 15,GS칼텍스,IBK기업은행,서울장충,19:00,"1,711"
1304,12. 16,삼성화재,KB손해보험,대전충무,19:00,398
1305,12. 16,페퍼저축은행,한국도로공사,페퍼스타디움,19:00,962
1306,12. 17,한국전력,현대캐피탈,수원,19:00,717
1307,12. 17,KGC인삼공사,현대건설,대전충무,19:00,"1,755"
1308,12. 18,OK금융그룹,우리카드,안산상록수,14:00,577
1309,12. 18,IBK기업은행,흥국생명,화성종합실내,16:00,"1,576"
1310,12. 19,KB손해보험,대한항공,의정부,14:00,"1,038"
1311,12. 19,한국도로공사,GS칼텍스,김천실내,16:00,"2,419"
1312,12. 20,,,,,
1313,12. 21,우리카드,한국전력,서울장충,19:00,721
1314,12. 21,흥국생명,KGC인삼공사,인천삼산월드,19:00,"1,037"
1315,12. 22,현대캐피탈,삼성화재,천안유관순,19:00,631
1316,12. 22,현대건설,페퍼저축은행,수원,19:00,983
1317,12. 23,KB손해보험,OK금융그룹,의정부,19:00,539
1318,12. 23,IBK기업은행,한국도로공사,화성종합실내,19:00,"1,426"
1319,12. 24,대한항공,한국전력,인천계양,19:00,946
1320,12. 24,KGC인삼공사,GS칼텍스,대전충무,19:00,"1,476"
1321,12. 25,삼성화재,우리카드,대전충무,14:00,"1,091"
1322,12. 25,페퍼저축은행,흥국생명,페퍼스타디움,16:00,"2,346"
1323,12. 26,현대캐피탈,OK금융그룹,천안유관순,14:00,"1,669"
1324,12. 26,현대건설,IBK기업은행,수원,16:00,"1,785"
1325,12. 27,,,,,
1326,12. 28,한국전력,KB손해보험,수원,19:00,594
1327,12. 28,KGC인삼공사,한국도로공사,대전충무,19:00,"1,398"
1328,12. 29,우리카드,삼성화재,서울장충,19:00,662
1329,12. 29,흥국생명,페퍼저축은행,인천삼산월드,19:00,965
1330,12. 30,대한항공,현대캐피탈,인천계양,19:00,972
1331,12. 30,현대건설,GS칼텍스,수원,19:00,"1,705"
1332,12. 31,KB손해보험,OK금융그룹,의정부,19:00,738
1333,12. 31,한국도로공사,IBK기업은행,김천실내,19:00,"2,998"
